tweet_id,timestamp,rating_numerator,rating_denominator,nickname,retweet_count,favorite_count,p1,p1_conf
877736472329191424,2017-06-22,13,10,,17300,71144,chesapeake_bay_retriever,0.8379559999999999
877556246731214848,2017-06-21,12,10,,3994,23258,basset,0.995368
877316821321428993,2017-06-21,13,10,,5414,27907,saluki,0.5099670000000001
877201837425926144,2017-06-20,12,10,,5880,27755,pembroke,0.93112
876838120628539392,2017-06-19,12,10,pupper,3506,21125,bloodhound,0.575751
876484053909872640,2017-06-18,13,10,,2511,19163,golden_retriever,0.874566
876120275196170240,2017-06-17,13,10,,4903,28490,bernese_mountain_dog,0.534327
875747767867523072,2017-06-16,13,10,,4497,25773,labrador_retriever,0.799551
875144289856114688,2017-06-15,13,10,,5081,22185,siberian_husky,0.245048
875021211251597312,2017-06-14,12,10,,4922,26022,west_highland_white_terrier,0.7143189999999999
874680097055178752,2017-06-13,12,10,,4875,28439,labrador_retriever,0.836052
874296783580663808,2017-06-12,13,10,pupper,4308,26651,cocker_spaniel,0.437216
874057562936811520,2017-06-12,12,10,,4125,23134,flat-coated_retriever,0.8321770000000001
874012996292530176,2017-06-11,13,10,puppo,11007,35501,cardigan,0.806674
873580283840344065,2017-06-10,13,10,,4143,24837,newfoundland,0.678537
873213775632977920,2017-06-09,12,10,pupper,1667,7467,vizsla,0.6197819999999999
872967104147763200,2017-06-09,12,10,doggo,5669,28031,labrador_retriever,0.476913
872820683541237760,2017-06-08,13,10,,3884,15029,pug,0.99912
872620804844003328,2017-06-08,13,10,,3911,21309,cocker_spaniel,0.513191
872486979161796608,2017-06-07,12,10,,9429,41606,pembroke,0.931861
872261713294495745,2017-06-07,13,10,,6649,35085,labrador_retriever,0.972019
872122724285648897,2017-06-06,12,10,,8549,35324,basketball,0.808396
871879754684805121,2017-06-06,13,10,,11918,39090,shetland_sheepdog,0.969171
871762521631449091,2017-06-05,12,10,pupper,3678,20787,labrador_retriever,0.921393
871515927908634625,2017-06-04,12,10,doggo,3628,20730,komondor,0.974781
871032628920680449,2017-06-03,13,10,,3999,23255,kelpie,0.398053
870804317367881728,2017-06-03,11,10,,6393,33791,home_theater,0.16829
870656317836468226,2017-06-02,13,10,,2817,12819,pembroke,0.945495
870374049280663552,2017-06-01,13,10,,27680,85011,golden_retriever,0.841001
870308999962521604,2017-06-01,13,10,,4384,22453,greater_swiss_mountain_dog,0.6227520000000001
870063196459192321,2017-05-31,14,10,,8840,37771,comic_book,0.534409
869772420881756160,2017-05-31,13,10,,10663,43710,pembroke,0.980148
869702957897576449,2017-05-30,13,10,,6728,29116,pembroke,0.993449
869596645499047938,2017-05-30,12,10,doggo,3327,16476,chihuahua,0.955156
869227993411051520,2017-05-29,13,10,,4023,21112,pembroke,0.664181
868622495443632128,2017-05-28,13,10,,6275,28295,labrador_retriever,0.868107
868552278524837888,2017-05-27,12,10,,2240,10539,whippet,0.378151
867900495410671616,2017-05-26,12,10,,4439,24964,labrador_retriever,0.522644
867774946302451713,2017-05-25,13,10,,7788,35179,border_collie,0.661953
867421006826221569,2017-05-24,12,10,puppo,2697,16755,eskimo_dog,0.6164569999999999
867051520902168576,2017-05-23,13,10,,8425,33420,samoyed,0.4714029999999999
866686824827068416,2017-05-22,12,10,,3727,20070,flat-coated_retriever,0.51473
866450705531457537,2017-05-22,13,10,pupper,32883,106827,french_bulldog,0.905334
866334964761202691,2017-05-21,12,10,,15546,54720,samoyed,0.984086
865718153858494464,2017-05-19,13,10,,6008,26640,golden_retriever,0.673664
865359393868664832,2017-05-19,13,10,,5384,27530,chesapeake_bay_retriever,0.832435
865006731092295680,2017-05-18,13,10,,8209,29063,pembroke,0.989882
864873206498414592,2017-05-17,14,10,,9361,33651,pole,0.478616
864279568663928832,2017-05-16,12,10,,3266,15195,bull_mastiff,0.668613
864197398364647424,2017-05-15,13,10,,9616,31459,golden_retriever,0.945905
863907417377173506,2017-05-15,13,10,,4441,21477,marmot,0.358828
863553081350529029,2017-05-14,13,10,,4489,15935,eskimo_dog,0.41333
863432100342583297,2017-05-13,12,10,,5664,24829,staffordshire_bullterrier,0.690517
863079547188785154,2017-05-12,14,10,,1195,9094,lakeland_terrier,0.275242
863062471531167744,2017-05-12,13,10,,2687,8945,french_bulldog,0.935804
862831371563274240,2017-05-12,13,10,,5457,20011,australian_terrier,0.207281
862722525377298433,2017-05-11,11,10,,3809,17779,basset,0.39333
862457590147678208,2017-05-11,13,10,,5388,21492,home_theater,0.4963479999999999
862096992088072192,2017-05-10,13,10,,21840,66437,chow,0.677589
861383897657036800,2017-05-08,13,10,,11528,37744,cardigan,0.771008
861288531465048066,2017-05-07,13,10,,4479,18032,syringe,0.1447119999999999
861005113778896900,2017-05-06,12,10,,4119,17538,german_shepherd,0.507951
860563773140209665,2017-05-05,13,10,,2334,7878,cardigan,0.583936
860524505164394496,2017-05-05,13,10,,5698,24678,bedlington_terrier,0.286558
860276583193509888,2017-05-04,12,10,,3745,19154,lakeside,0.312299
860184849394610176,2017-05-04,14,10,,6295,17474,chimpanzee,0.267612
859924526012018688,2017-05-04,12,10,,4349,20021,french_bulldog,0.254587
859851578198683649,2017-05-03,13,10,,3780,16105,labrador_retriever,0.899086
859607811541651456,2017-05-03,13,10,puppo,1704,19476,golden_retriever,0.8955290000000001
859196978902773760,2017-05-02,12,10,,25661,75193,angora,0.2242179999999999
859074603037188101,2017-05-01,13,10,,14740,35553,revolver,0.190292
858843525470990336,2017-05-01,13,10,doggo,3771,16304,golden_retriever,0.57812
858471635011153920,2017-04-30,13,10,,5271,22640,pembroke,0.987407
858107933456039936,2017-04-28,12,10,,3154,16524,golden_retriever,0.863874
857989990357356544,2017-04-28,12,10,,2812,16952,french_bulldog,0.43258
857746408056729600,2017-04-28,13,10,,11524,36021,labrador_retriever,0.919832
857393404942143489,2017-04-27,13,10,,1785,6236,malamute,0.8415969999999999
857263160327368704,2017-04-26,13,10,,4934,21041,samoyed,0.998021
857029823797047296,2017-04-26,12,10,,4364,19910,golden_retriever,0.968623
856543823941562368,2017-04-24,12,10,,3131,17135,boston_bull,0.30691
856526610513747968,2017-04-24,14,10,,2068,12446,old_english_sheepdog,0.798481
856282028240666624,2017-04-23,14,10,,6841,29086,chihuahua,0.8765430000000001
855851453814013952,2017-04-22,13,10,puppo,19196,47844,flat-coated_retriever,0.321676
855459453768019968,2017-04-21,12,10,,8987,31657,blenheim_spaniel,0.389513
854732716440526848,2017-04-19,12,10,,6690,24188,pembroke,0.6955479999999999
854482394044301312,2017-04-18,13,10,,7608,31131,chihuahua,0.260242
854365224396361728,2017-04-18,13,10,,5159,20046,pembroke,0.90708
854120357044912130,2017-04-17,14,10,pupper,8285,33911,black-and-tan_coonhound,0.8548610000000001
854010172552949760,2017-04-17,11,10,floofer,3433,17169,english_springer,0.3547329999999999
853760880890318849,2017-04-17,12,10,,6403,30414,miniature_pinscher,0.292519
853639147608842240,2017-04-16,13,10,,11265,37198,german_shepherd,0.509879
853299958564483072,2017-04-15,13,10,,3928,16508,grille,0.65228
852912242202992640,2017-04-14,12,10,,2037,9658,great_dane,0.7837649999999999
852672615818899456,2017-04-13,12,10,,2388,15939,golden_retriever,0.7112350000000001
852553447878664193,2017-04-13,13,10,,3885,17492,bloodhound,0.186498
852311364735569921,2017-04-13,13,10,,10961,35325,barbell,0.971581
852226086759018497,2017-04-12,14,10,,7570,21378,prison,0.3527929999999999
852189679701164033,2017-04-12,12,10,,1741,12217,barrow,0.42315
851591660324737024,2017-04-11,11,10,,3819,17300,cardigan,0.394507
851464819735769094,2017-04-10,14,10,,7855,25944,web_site,0.919649
851224888060895234,2017-04-10,13,10,,6350,22090,car_mirror,0.971512
850753642995093505,2017-04-08,11,10,,10352,33348,pug,0.996952
850380195714523136,2017-04-07,13,10,,2915,13994,yorkshire_terrier,0.2490119999999999
850145622816686080,2017-04-07,11,10,,4244,17519,tennis_ball,0.7147979999999999
850019790995546112,2017-04-06,12,10,pupper,5459,21944,shetland_sheepdog,0.759907
849776966551130114,2017-04-06,12,10,,8404,32390,chihuahua,0.292092
849412302885593088,2017-04-05,12,10,,3487,17039,schipperke,0.907559
849336543269576704,2017-04-04,11,10,,2101,12240,patio,0.521788
849051919805034497,2017-04-04,13,10,,7396,32617,fountain,0.997509
848690551926992896,2017-04-03,12,10,,4826,27104,flat-coated_retriever,0.8236479999999999
848324959059550208,2017-04-02,12,10,,4037,20229,malamute,0.5445760000000001
847962785489326080,2017-04-01,10,10,,5730,25296,sea_lion,0.882654
847842811428974592,2017-03-31,12,10,,1522,5935,bernese_mountain_dog,0.951337
847606175596138505,2017-03-31,12,10,,3774,20208,cardigan,0.413688
847251039262605312,2017-03-30,12,10,,4800,22036,airedale,0.49538
847157206088847362,2017-03-29,11,10,,6572,21588,staffordshire_bullterrier,0.219609
847116187444137987,2017-03-29,11,10,,3583,23108,white_wolf,0.128935
846874817362120707,2017-03-29,13,10,,4404,21685,shetland_sheepdog,0.450539
846514051647705089,2017-03-28,13,10,doggo,13076,48410,golden_retriever,0.650003
846153765933735936,2017-03-27,13,10,,10226,34394,giant_schnauzer,0.346468
846042936437604353,2017-03-26,12,10,,3224,17256,golden_retriever,0.96111
845812042753855489,2017-03-26,13,10,,9894,31737,samoyed,0.979803
845677943972139009,2017-03-25,12,10,,5365,27154,chow,0.8086810000000001
845397057150107648,2017-03-24,13,10,doggo,2072,8241,dandie_dinmont,0.394404
845306882940190720,2017-03-24,12,10,pupper,6039,25225,irish_water_spaniel,0.567475
844979544864018432,2017-03-23,13,10,,2909,14738,tennis_ball,0.999281
844973813909606400,2017-03-23,12,10,,3617,16361,labrador_retriever,0.742421
844704788403113984,2017-03-23,13,10,,11633,42022,labrador_retriever,0.980213
844580511645339650,2017-03-22,11,10,,3533,17871,washer,0.903064
844223788422217728,2017-03-21,12,10,,2450,14753,labrador_retriever,0.71951
843856843873095681,2017-03-20,12,10,,5220,23211,labrador_retriever,0.92254
843604394117681152,2017-03-19,11,10,,3081,18310,labrador_retriever,0.430583
843235543001513987,2017-03-18,13,10,,6852,23315,pembroke,0.958452
842846295480000512,2017-03-17,13,10,,4023,16440,labrador_retriever,0.461076
842765311967449089,2017-03-17,12,10,,1439,7321,tub,0.665238
842535590457499648,2017-03-17,13,10,,3937,19637,pembroke,0.685084
842163532590374912,2017-03-16,12,10,,6568,26569,french_bulldog,0.891227
842115215311396866,2017-03-15,12,10,,3386,15204,chow,0.293493
841680585030541313,2017-03-14,12,10,,8748,27854,chihuahua,0.547401
841439858740625411,2017-03-14,14,10,,4168,13755,military_uniform,0.853684
841314665196081154,2017-03-13,13,10,,5312,17305,afghan_hound,0.903712
841077006473256960,2017-03-13,12,10,,5991,24926,brittany_spaniel,0.962985
840696689258311684,2017-03-11,10,10,,1116,13377,web_site,0.8417680000000001
840632337062862849,2017-03-11,12,10,,1972,9761,golden_retriever,0.711148
840370681858686976,2017-03-11,13,10,,5146,17918,teapot,0.981819
840268004936019968,2017-03-10,12,10,,6497,20950,chesapeake_bay_retriever,0.8639870000000001
839990271299457024,2017-03-10,13,10,,2597,14640,staffordshire_bullterrier,0.604938
839549326359670784,2017-03-08,12,10,,8805,29957,swing,0.393527
839239871831150596,2017-03-07,13,10,,7422,29684,leonberg,0.927021
838921590096166913,2017-03-07,13,10,,2357,12183,border_terrier,0.664538
838561493054533637,2017-03-06,13,10,,1504,11892,kelpie,0.2165619999999999
838476387338051585,2017-03-05,13,10,,5484,24664,great_pyrenees,0.997692
838083903487373313,2017-03-04,13,10,,3582,19183,chow,0.800975
837820167694528512,2017-03-04,12,10,pupper,8952,37277,golden_retriever,0.887625
837482249356513284,2017-03-03,13,10,,495,4204,birdhouse,0.541196
837471256429613056,2017-03-03,12,10,,2631,13967,norwegian_elkhound,0.976255
837366284874571778,2017-03-02,13,10,,6005,23074,american_staffordshire_terrier,0.660085
837110210464448512,2017-03-02,13,10,pupper,2731,17480,siberian_husky,0.767696
836989968035819520,2017-03-01,12,10,,2610,13879,shopping_cart,0.572422
836753516572119041,2017-03-01,12,10,doggo,5237,21029,mortarboard,0.936882
836677758902222849,2017-02-28,11,10,,2522,13782,leopard,0.7974100000000001
836380477523124226,2017-02-28,12,10,pupper,3337,16037,wooden_spoon,0.0824886
836260088725786625,2017-02-27,13,10,,4850,23177,borzoi,0.564688
836001077879255040,2017-02-26,13,10,,4935,20924,samoyed,0.963558
835574547218894849,2017-02-25,11,10,,4121,19447,staffordshire_bullterrier,0.6106550000000001
835297930240217089,2017-02-25,12,10,,3381,17847,rottweiler,0.341276
835264098648616962,2017-02-24,12,10,,1939,8503,hyena,0.736871
835172783151792128,2017-02-24,12,10,,6516,28552,border_collie,0.663138
834931633769889797,2017-02-24,12,10,,1878,11838,ice_bear,0.330573
834786237630337024,2017-02-23,13,10,,6159,22943,border_terrier,0.156276
834574053763584002,2017-02-23,13,10,doggo,2882,14993,toilet_tissue,0.262936
834458053273591808,2017-02-22,12,10,,1899,10512,rhodesian_ridgeback,0.4686189999999999
834209720923721728,2017-02-22,12,10,,5476,22594,golden_retriever,0.754799
834167344700198914,2017-02-21,11,10,,4130,17194,ox,0.991682
834086379323871233,2017-02-21,12,10,,2512,14296,bath_towel,0.736759
833863086058651648,2017-02-21,12,10,,2729,14661,kuvasz,0.4949689999999999
833826103416520705,2017-02-20,13,10,,3904,16728,chihuahua,0.438054
833722901757046785,2017-02-20,13,10,,3636,22585,west_highland_white_terrier,0.918144
833479644947025920,2017-02-20,13,10,,2357,16258,golden_retriever,0.727039
833124694597443584,2017-02-19,12,10,pupper,5513,22133,cardigan,0.7105229999999999
832998151111966721,2017-02-18,13,10,doggo,2522,14549,boxer,0.539036
832757312314028032,2017-02-18,13,10,,4127,18423,cardigan,0.160888
832636094638288896,2017-02-17,12,10,,3220,17379,eskimo_dog,0.5250319999999999
832397543355072512,2017-02-17,12,10,,2548,13126,pekinese,0.988916
832369877331693569,2017-02-16,11,10,,3652,18792,kelpie,0.50469
832273440279240704,2017-02-16,14,10,doggo,2673,12385,pembroke,0.134081
832032802820481025,2017-02-16,12,10,doggo,4746,13887,whippet,0.601712
831939777352105988,2017-02-15,12,10,doggo,7031,26404,pomeranian,0.153862
831911600680497154,2017-02-15,14,10,,7458,30380,bloodhound,0.777562
831670449226514432,2017-02-15,13,10,,2059,11469,pembroke,0.6248020000000001
831650051525054464,2017-02-14,13,10,,2243,7908,eskimo_dog,0.530416
831552930092285952,2017-02-14,13,10,,2632,9872,chihuahua,0.257415
831322785565769729,2017-02-14,12,10,doggo,1744,10042,old_english_sheepdog,0.999715
831315979191906304,2017-02-14,13,10,pupper,1264,7117,briard,0.982755
831309418084069378,2017-02-14,12,10,,2786,12819,doberman,0.3693889999999999
831262627380748289,2017-02-13,12,10,,2350,13066,cocker_spaniel,0.263323
830956169170665475,2017-02-13,12,10,,1735,8735,kuvasz,0.451516
830097400375152640,2017-02-10,13,10,,3455,10804,toy_poodle,0.442713
829861396166877184,2017-02-10,12,10,,2243,13441,border_terrier,0.394486
829501995190984704,2017-02-09,12,10,,12224,34913,french_bulldog,0.950851
829449946868879360,2017-02-08,11,10,doggo,2329,11519,labrador_retriever,0.315163
829141528400556032,2017-02-08,12,10,,8530,26952,golden_retriever,0.57314
829011960981237760,2017-02-07,13,10,,18627,58302,boxer,0.312221
828770345708580865,2017-02-07,13,10,,6746,28085,seat_belt,0.765979
828708714936930305,2017-02-06,10,10,,12882,40241,hippopotamus,0.942911
828650029636317184,2017-02-06,14,10,,1544,10467,golden_retriever,0.649209
828409743546925057,2017-02-06,12,10,,1305,6898,teddy,0.908457
828408677031882754,2017-02-06,12,10,,1477,8398,weimaraner,0.1330329999999999
828381636999917570,2017-02-05,14,10,doggo,2554,13864,bedlington_terrier,0.3925349999999999
828376505180889089,2017-02-05,13,10,,1216,8112,american_staffordshire_terrier,0.5230859999999999
828372645993398273,2017-02-05,12,10,,3344,13756,malamute,0.663047
828046555563323392,2017-02-05,13,10,,3260,12923,patio,0.272972
828011680017821696,2017-02-04,11,10,,2451,11411,american_staffordshire_terrier,0.936662
827933404142436356,2017-02-04,12,10,pupper,5987,22180,german_shepherd,0.8061149999999999
827653905312006145,2017-02-03,12,10,,3433,16983,collie,0.285555
827600520311402496,2017-02-03,13,10,,1082,8143,pembroke,0.325638
827324948884643840,2017-02-03,12,10,,3510,17523,golden_retriever,0.352486
827199976799354881,2017-02-02,13,10,,2579,11659,great_dane,0.8696809999999999
826848821049180160,2017-02-01,13,10,doggo,11878,40325,great_pyrenees,0.858764
826598365270007810,2017-02-01,13,10,,2709,11117,french_bulldog,0.628119
826476773533745153,2017-01-31,12,10,doggo,4821,20275,german_shepherd,0.7418600000000001
826240494070030336,2017-01-31,11,10,,2965,14614,french_bulldog,0.903048
826204788643753985,2017-01-30,13,10,doggo,1075,5361,labrador_retriever,0.782058
826115272272650244,2017-01-30,13,10,,3599,17299,tennis_ball,0.997071
825876512159186944,2017-01-30,11,10,,2146,11525,shopping_cart,0.995941
825829644528148480,2017-01-29,12,10,,2848,14025,great_pyrenees,0.8534069999999999
825535076884762624,2017-01-29,14,10,puppo,19669,56413,rottweiler,0.681495
825147591692263424,2017-01-28,13,10,,5244,20181,pekinese,0.354823
825026590719483904,2017-01-27,12,10,puppo,1483,7020,eskimo_dog,0.524454
824775126675836928,2017-01-27,12,10,,4069,16508,border_terrier,0.610499
824663926340194305,2017-01-26,13,10,,1993,11113,english_setter,0.526488
824325613288833024,2017-01-25,13,10,pupper,11848,12999,pembroke,0.990793
824297048279236611,2017-01-25,11,10,,4463,16625,teddy,0.58823
823939628516474880,2017-01-24,12,10,,3123,11755,schipperke,0.234076
823699002998870016,2017-01-24,12,10,,2772,13826,cairn,0.203999
823581115634085888,2017-01-23,11,10,,3031,14376,dingo,0.280949
823322678127919110,2017-01-23,11,10,,4637,17437,cowboy_boot,0.990253
822975315408461824,2017-01-22,12,10,,3958,19139,bathtub,0.331098
822872901745569793,2017-01-21,13,10,puppo,48265,132810,lakeland_terrier,0.196015
822859134160621569,2017-01-21,12,10,,2622,14576,malinois,0.332897
822610361945911296,2017-01-21,12,10,,3423,16327,cocker_spaniel,0.6644869999999999
822462944365645825,2017-01-20,14,10,pupper,17209,31800,pomeranian,0.960199
821886076407029760,2017-01-19,13,10,,2692,12582,golden_retriever,0.266238
821765923262631936,2017-01-18,13,10,doggo,1899,9317,golden_retriever,0.980071
821522889702862852,2017-01-18,13,10,,2030,8871,doberman,0.7635390000000001
821407182352777218,2017-01-17,14,10,doggo,5053,13075,irish_setter,0.5054960000000001
821149554670182400,2017-01-17,12,10,,2320,9718,german_shepherd,0.515933
821107785811234820,2017-01-16,11,10,doggo,2487,10645,pomeranian,0.85659
821044531881721856,2017-01-16,12,10,,2636,14021,old_english_sheepdog,0.14802
820749716845686786,2017-01-15,13,10,,11525,34984,golden_retriever,0.8380120000000001
820314633777061888,2017-01-14,14,10,,648,3706,gordon_setter,0.940724
820078625395449857,2017-01-14,12,10,,7246,21979,school_bus,0.999833
819952236453363712,2017-01-13,13,10,puppo,1369,5927,american_staffordshire_terrier,0.925505
819924195358416896,2017-01-13,11,10,doggo,5607,14305,bathtub,0.100896
819711362133872643,2017-01-13,11,10,,3604,14916,acorn_squash,0.8487040000000001
819588359383371776,2017-01-12,13,10,,2271,10606,cardigan,0.5479350000000001
819347104292290561,2017-01-12,12,10,,1383,8008,rottweiler,0.909106
819227688460238848,2017-01-11,12,10,,7733,25652,border_terrier,0.482452
818627210458333184,2017-01-10,13,10,,8564,24597,labrador_retriever,0.384188
818614493328580609,2017-01-10,12,10,,2982,10971,chihuahua,0.450722
818536468981415936,2017-01-09,11,10,,2873,12127,swing,0.999403
818259473185828864,2017-01-09,12,10,,2621,12197,miniature_schnauzer,0.367368
818145370475810820,2017-01-08,11,10,,3014,13671,golden_retriever,0.621931
817827839487737858,2017-01-07,13,10,,31314,57622,cocker_spaniel,0.387608
817777686764523521,2017-01-07,13,10,pupper,3084,11901,curly-coated_retriever,0.733256
817536400337801217,2017-01-07,12,10,,3505,13105,pug,0.971358
817415592588222464,2017-01-06,11,10,,1131,6267,doberman,0.806163
817171292965273600,2017-01-06,13,10,,2326,9690,golden_retriever,0.295483
817120970343411712,2017-01-05,13,10,,3011,13367,saluki,0.568809
817056546584727552,2017-01-05,11,10,,1927,9517,kelpie,0.8644149999999999
816816676327063552,2017-01-05,12,10,,2361,11071,malamute,0.668164
816697700272001025,2017-01-04,12,10,,2545,10905,chihuahua,0.756992
816450570814898180,2017-01-04,13,10,,9366,33961,web_site,0.352857
816336735214911488,2017-01-03,11,10,,2269,9564,labrador_retriever,0.91933
816091915477250048,2017-01-03,12,10,,2500,9927,pomeranian,0.967345
815990720817401858,2017-01-02,11,10,,1207,5545,chihuahua,0.428756
815736392542261248,2017-01-02,11,10,,2625,10937,border_collie,0.5489069999999999
815639385530101762,2017-01-01,12,10,,1918,9161,german_shepherd,0.8179529999999999
815390420867969024,2017-01-01,13,10,,4407,11467,restaurant,0.279846
814986499976527872,2016-12-31,11,10,pupper,1505,8485,dalmatian,0.999828
814638523311648768,2016-12-30,12,10,,3130,12511,golden_retriever,0.650814
814530161257443328,2016-12-29,12,10,,2156,9629,miniature_poodle,0.626913
814153002265309185,2016-12-28,12,10,,10080,32000,golden_retriever,0.490068
813910438903693312,2016-12-28,11,10,doggo,2194,10342,siberian_husky,0.6993550000000001
813812741911748608,2016-12-27,14,10,,16267,40402,french_bulldog,0.709146
813800681631023104,2016-12-27,12,10,,2060,9300,malamute,0.501159
813217897535406080,2016-12-26,13,10,,8476,20783,samoyed,0.905972
813202720496779264,2016-12-26,11,10,doggo,2090,10192,cocker_spaniel,0.701852
813187593374461952,2016-12-26,13,10,,5096,22085,golden_retriever,0.888181
813172488309972993,2016-12-26,12,10,,2236,10384,doormat,0.954844
813157409116065792,2016-12-25,12,10,,2557,8588,siamese_cat,0.8439110000000001
813142292504645637,2016-12-25,13,10,,2728,9361,beagle,0.848735
813127251579564032,2016-12-25,11,10,doggo,3652,13242,norwegian_elkhound,0.4324159999999999
813112105746448384,2016-12-25,12,10,,3225,11515,dingo,0.287369
813096984823349248,2016-12-25,11,10,doggo,4207,11694,great_dane,0.128056
813081950185472002,2016-12-25,11,10,,3220,10989,doberman,0.909951
813066809284972545,2016-12-25,12,10,,2276,8865,toy_terrier,0.7764
813051746834595840,2016-12-25,13,10,,8503,23337,golden_retriever,0.914804
812781120811126785,2016-12-24,10,10,,2191,8380,bull_mastiff,0.989316
812709060537683968,2016-12-24,12,10,,1665,7373,irish_setter,0.326873
812503143955202048,2016-12-24,13,10,,1424,6787,loupe,0.546856
812466873996607488,2016-12-24,12,10,,2231,8900,bath_towel,0.0998035
812372279581671427,2016-12-23,13,10,,4252,15224,golden_retriever,0.7848729999999999
811985624773361665,2016-12-22,11,10,,1647,8102,staffordshire_bullterrier,0.6105729999999999
811744202451197953,2016-12-22,13,10,,1884,8429,pekinese,0.386082
811627233043480576,2016-12-21,10,10,,3650,14265,beagle,0.39628
811386762094317568,2016-12-21,11,10,pupper,7444,23302,pembroke,0.804177
